id,nombre,costo_unitario,iva
1526,Cámara digital,478648,90943.12
1527,Licuadora,662902,125951.38
1528,Licuadora,163465,31058.35
1529,Reloj inteligente,546072,103753.68
1530,Bicicleta de montaña,419689,79740.91
1531,Cafetera,167192,31766.48
1532,Tableta,84933,16137.27
1533,Máquina de ejercicio,229411,43588.09
1534,Vestido de noche,164403,31236.57
1535,Laptop,290293,55155.67
1536,Juego de sartenes,301968,57373.92
1537,Gafas de sol,92190,17516.10
1538,Bicicleta de montaña,762408,144857.52
1539,Tableta,767613,145846.47
1540,Perfume,421524,80089.56
1541,Vestido de noche,796746,151381.74
1542,Altavoz Bluetooth,549217,104351.23
1543,Cafetera,749764,142455.16
1544,Reloj inteligente,545973,103734.87
1545,Gafas de sol,498963,94802.97
1546,Cafetera,734084,139475.96
1547,Cafetera,428915,81493.85
1548,Refrigerador,414287,78714.53
1549,Reloj inteligente,147148,27958.12
1550,Cámara digital,667618,126847.42
1551,Gafas de sol,417280,79283.20
1552,Impresora láser,355627,67569.13
1553,Vestido de noche,475085,90266.15
1554,Tableta,453144,86097.36
1555,Maleta de viaje,152185,28915.15
1556,Zapatos deportivos,452985,86067.15
1557,Altavoz Bluetooth,301419,57269.61
1558,Smartphone,684509,130056.71
1559,Televisor LED,202904,38551.76
1560,Televisor LED,628070,119333.30
1561,Cámara digital,57336,10893.84
1562,Bicicleta de montaña,100869,19165.11
1563,Reloj inteligente,615028,116855.32
1564,Vestido de noche,515913,98023.47
1565,Zapatos deportivos,282239,53625.41
1566,Reloj inteligente,536669,101967.11
1567,Impresora láser,673902,128041.38
1568,Auriculares inalámbricos,382278,72632.82
1569,Reloj inteligente,647010,122931.90
1570,Licuadora,510841,97059.79
1571,Juego de sartenes,194796,37011.24
1572,Perfume,80423,15280.37
1573,Vestido de noche,216527,41140.13
1574,Cámara digital,190587,36211.53
1575,Cafetera,772515,146777.85
1576,Gafas de sol,398455,75706.45
1577,Vestido de noche,420878,79966.82
1578,Vestido de noche,368102,69939.38
1579,Tableta,652416,123959.04
1580,Laptop,440683,83729.77
1581,Cámara digital,683752,129912.88
1582,Vestido de noche,340026,64604.94
1583,Laptop,131615,25006.85
1584,Gafas de sol,793438,150753.22
1585,Cafetera,304404,57836.76
1586,Zapatos deportivos,70017,13303.23
1587,Refrigerador,451959,85872.21
1588,Auriculares inalámbricos,758530,144120.70
1589,Televisor LED,267316,50790.04
1590,Bicicleta de montaña,775033,147256.27
1591,Bicicleta de montaña,247044,46938.36
1592,Bicicleta de montaña,665637,126471.03
1593,Tableta,212929,40456.51
1594,Perfume,538268,102270.92
1595,Cafetera,597573,113538.87
1596,Vestido de noche,534281,101513.39
1597,Impresora láser,234187,44495.53
1598,Televisor LED,66082,12555.58
1599,Laptop,777507,147726.33
1600,Cafetera,576545,109543.55
1601,Vestido de noche,358498,68114.62
1602,Vestido de noche,106577,20249.63
1603,Altavoz Bluetooth,344878,65526.82
1604,Reloj inteligente,279795,53161.05
1605,Cámara digital,593533,112771.27
1606,Máquina de ejercicio,327108,62150.52
1607,Perfume,50826,9656.94
1608,Juego de sartenes,516554,98145.26
1609,Cafetera,448781,85268.39
1610,Reloj inteligente,660862,125563.78
1611,Impresora láser,565203,107388.57
1612,Perfume,474746,90201.74
1613,Maleta de viaje,547253,103978.07
1614,Bicicleta de montaña,794005,150860.95
1615,Altavoz Bluetooth,626073,118953.87
1616,Perfume,285611,54266.09
1617,Televisor LED,615142,116876.98
1618,Tableta,252477,47970.63
1619,Laptop,764656,145284.64
1620,Televisor LED,209796,39861.24
1621,Cámara digital,468637,89041.03
1622,Licuadora,200122,38023.18
1623,Laptop,691477,131380.63
1624,Zapatos deportivos,645640,122671.60
1625,Zapatos deportivos,403949,76750.31
1626,Licuadora,379541,72112.79
1627,Vestido de noche,145142,27576.98
1628,Máquina de ejercicio,247713,47065.47
1629,Cafetera,706266,134190.54
1630,Smartphone,449994,85498.86
1631,Reloj inteligente,536282,101893.58
1632,Tableta,168031,31925.89
1633,Altavoz Bluetooth,360091,68417.29
1634,Laptop,167906,31902.14
1635,Reloj inteligente,215990,41038.10
1636,Bicicleta de montaña,622813,118334.47
1637,Auriculares inalámbricos,741264,140840.16
1638,Tableta,92787,17629.53
1639,Gafas de sol,108231,20563.89
1640,Juego de sartenes,115803,22002.57
1641,Televisor LED,389189,73945.91
1642,Cámara digital,492779,93628.01
1643,Juego de sartenes,513588,97581.72
1644,Maleta de viaje,645024,122554.56
1645,Cafetera,234273,44511.87
1646,Licuadora,83775,15917.25
1647,Vestido de noche,466751,88682.69
1648,Máquina de ejercicio,153376,29141.44
1649,Auriculares inalámbricos,627357,119197.83
1650,Máquina de ejercicio,530213,100740.47
1651,Máquina de ejercicio,633509,120366.71
1652,Impresora láser,319568,60717.92
1653,Gafas de sol,444280,84413.20
1654,Impresora láser,74667,14186.73
1655,Laptop,256407,48717.33
1656,Smartphone,428551,81424.69
1657,Laptop,789543,150013.17
1658,Maleta de viaje,744310,141418.90
1659,Cafetera,234502,44555.38
1660,Reloj inteligente,126101,23959.19
1661,Refrigerador,450079,85515.01
1662,Smartphone,410246,77946.74
1663,Impresora láser,280068,53212.92
1664,Gafas de sol,522743,99321.17
1665,Cámara digital,492369,93550.11
1666,Televisor LED,644224,122402.56
1667,Zapatos deportivos,771054,146500.26
1668,Zapatos deportivos,539174,102443.06
1669,Refrigerador,427376,81201.44
1670,Zapatos deportivos,314664,59786.16
1671,Smartphone,670334,127363.46
1672,Tableta,635173,120682.87
1673,Cafetera,502205,95418.95
1674,Laptop,257953,49011.07
1675,Tableta,645124,122573.56
1676,Tableta,377976,71815.44
1677,Máquina de ejercicio,152035,28886.65
1678,Maleta de viaje,645816,122705.04
1679,Smartphone,169869,32275.11
1680,Impresora láser,434535,82561.65
1681,Máquina de ejercicio,469883,89277.77
1682,Laptop,264368,50229.92
1683,Smartphone,505049,95959.31
1684,Gafas de sol,95926,18225.94
1685,Juego de sartenes,756018,143643.42
1686,Televisor LED,624886,118728.34
1687,Televisor LED,630179,119734.01
1688,Zapatos deportivos,441812,83944.28
1689,Vestido de noche,131765,25035.35
1690,Cafetera,741551,140894.69
1691,Máquina de ejercicio,150795,28651.05
1692,Refrigerador,73757,14013.83
1693,Maleta de viaje,360942,68578.98
1694,Zapatos deportivos,392686,74610.34
1695,Smartphone,507365,96399.35
1696,Gafas de sol,113598,21583.62
1697,Reloj inteligente,343397,65245.43
1698,Cafetera,595702,113183.38
1699,Perfume,553521,105168.99
1700,Maleta de viaje,290864,55264.16
1701,Vestido de noche,162063,30791.97
1702,Gafas de sol,451827,85847.13
1703,Tableta,372108,70700.52
1704,Smartphone,698094,132637.86
1705,Maleta de viaje,462455,87866.45
1706,Vestido de noche,628999,119509.81
1707,Tableta,102049,19389.31
1708,Reloj inteligente,633508,120366.52
1709,Máquina de ejercicio,311201,59128.19
1710,Licuadora,512026,97284.94
1711,Gafas de sol,419712,79745.28
1712,Televisor LED,598247,113666.93
1713,Cafetera,625855,118912.45
1714,Laptop,336849,64001.31
1715,Máquina de ejercicio,720761,136944.59
1716,Maleta de viaje,79904,15181.76
1717,Vestido de noche,581398,110465.62
1718,Juego de sartenes,574254,109108.26
1719,Vestido de noche,484346,92025.74
1720,Cámara digital,211537,40192.03
1721,Televisor LED,74579,14170.01
1722,Refrigerador,387967,73713.73
1723,Vestido de noche,240806,45753.14
1724,Cafetera,521551,99094.69
1725,Laptop,78435,14902.65
1726,Máquina de ejercicio,629882,119677.58
1727,Smartphone,212925,40455.75
1728,Reloj inteligente,672704,127813.76
1729,Licuadora,544656,103484.64
1730,Gafas de sol,332276,63132.44
1731,Auriculares inalámbricos,632045,120088.55
1732,Reloj inteligente,615287,116904.53
1733,Cámara digital,643343,122235.17
1734,Auriculares inalámbricos,93592,17782.48
1735,Zapatos deportivos,580611,110316.09
1736,Laptop,162675,30908.25
1737,Cafetera,401515,76287.85
1738,Maleta de viaje,626851,119101.69
1739,Refrigerador,302655,57504.45
1740,Cafetera,667632,126850.08
1741,Bicicleta de montaña,308205,58558.95
1742,Licuadora,251249,47737.31
1743,Altavoz Bluetooth,643586,122281.34
1744,Reloj inteligente,125939,23928.41
1745,Refrigerador,779346,148075.74
1746,Auriculares inalámbricos,358835,68178.65
1747,Licuadora,463956,88151.64
1748,Cámara digital,498222,94662.18
1749,Gafas de sol,406743,77281.17
1750,Gafas de sol,791809,150443.71
1751,Máquina de ejercicio,764688,145290.72
1752,Impresora láser,425905,80921.95
1753,Cafetera,197576,37539.44
1754,Altavoz Bluetooth,249731,47448.89
1755,Bicicleta de montaña,210595,40013.05
1756,Bicicleta de montaña,476325,90501.75
1757,Maleta de viaje,654528,124360.32
1758,Máquina de ejercicio,671704,127623.76
1759,Reloj inteligente,436268,82890.92
1760,Máquina de ejercicio,396800,75392.00
1761,Altavoz Bluetooth,690602,131214.38
1762,Refrigerador,359423,68290.37
1763,Altavoz Bluetooth,363692,69101.48
1764,Impresora láser,559668,106336.92
1765,Laptop,290041,55107.79
1766,Gafas de sol,164320,31220.80
1767,Perfume,394261,74909.59
1768,Máquina de ejercicio,421590,80102.10
1769,Smartphone,471186,89525.34
1770,Maleta de viaje,613752,116612.88
1771,Licuadora,319647,60732.93
1772,Refrigerador,423569,80478.11
1773,Cafetera,451785,85839.15
1774,Bicicleta de montaña,171180,32524.20
1775,Auriculares inalámbricos,56724,10777.56
1776,Perfume,584122,110983.18
1777,Bicicleta de montaña,681136,129415.84
1778,Altavoz Bluetooth,742229,141023.51
1779,Licuadora,167044,31738.36
1780,Altavoz Bluetooth,338751,64362.69
1781,Zapatos deportivos,608958,115702.02
1782,Máquina de ejercicio,582030,110585.70
1783,Cafetera,160444,30484.36
1784,Vestido de noche,675021,128253.99
1785,Vestido de noche,643253,122218.07
1786,Cafetera,529911,100683.09
1787,Máquina de ejercicio,578401,109896.19
1788,Juego de sartenes,604364,114829.16
1789,Maleta de viaje,149456,28396.64
1790,Maleta de viaje,444846,84520.74
1791,Altavoz Bluetooth,349019,66313.61
1792,Juego de sartenes,95330,18112.70
1793,Vestido de noche,630593,119812.67
1794,Cafetera,480555,91305.45
1795,Altavoz Bluetooth,594608,112975.52
1796,Impresora láser,297162,56460.78
1797,Smartphone,446924,84915.56
1798,Altavoz Bluetooth,509262,96759.78
1799,Impresora láser,301762,57334.78
1800,Bicicleta de montaña,792973,150664.87
1801,Cafetera,69102,13129.38
1802,Licuadora,312778,59427.82
1803,Laptop,621144,118017.36
1804,Bicicleta de montaña,491223,93332.37
1805,Bicicleta de montaña,271481,51581.39
1806,Smartphone,484550,92064.50
1807,Televisor LED,615385,116923.15
1808,Máquina de ejercicio,120543,22903.17
1809,Licuadora,673939,128048.41
1810,Tableta,195009,37051.71
1811,Laptop,362658,68905.02
1812,Licuadora,368908,70092.52
1813,Televisor LED,366141,69566.79
1814,Juego de sartenes,757452,143915.88
1815,Smartphone,240608,45715.52
1816,Vestido de noche,71359,13558.21
1817,Zapatos deportivos,584771,111106.49
1818,Refrigerador,557247,105876.93
1819,Cafetera,215493,40943.67
1820,Cafetera,638058,121231.02
1821,Vestido de noche,706193,134176.67
1822,Bicicleta de montaña,549071,104323.49
1823,Auriculares inalámbricos,145220,27591.80
1824,Laptop,582513,110677.47
1825,Cámara digital,659982,125396.58
1826,Laptop,392431,74561.89
1827,Altavoz Bluetooth,287651,54653.69
1828,Bicicleta de montaña,519588,98721.72
1829,Impresora láser,665346,126415.74
1830,Perfume,141673,26917.87
1831,Tableta,592242,112525.98
1832,Refrigerador,254182,48294.58
1833,Gafas de sol,211890,40259.10
1834,Máquina de ejercicio,585190,111186.10
1835,Juego de sartenes,317029,60235.51
1836,Licuadora,344429,65441.51
1837,Zapatos deportivos,276629,52559.51
1838,Reloj inteligente,252769,48026.11
1839,Televisor LED,782755,148723.45
1840,Televisor LED,703587,133681.53
1841,Tableta,684560,130066.40
1842,Tableta,398961,75802.59
1843,Gafas de sol,114021,21663.99
1844,Bicicleta de montaña,540842,102759.98
1845,Cafetera,280930,53376.70
1846,Bicicleta de montaña,722610,137295.90
1847,Juego de sartenes,236850,45001.50
1848,Cámara digital,117630,22349.70
1849,Televisor LED,123822,23526.18
1850,Gafas de sol,611346,116155.74
1851,Tableta,363411,69048.09
1852,Reloj inteligente,234786,44609.34
1853,Laptop,270979,51486.01
1854,Laptop,95176,18083.44
1855,Smartphone,567388,107803.72
1856,Zapatos deportivos,393165,74701.35
1857,Perfume,261790,49740.10
1858,Impresora láser,694725,131997.75
1859,Juego de sartenes,55990,10638.10
1860,Zapatos deportivos,739523,140509.37
1861,Refrigerador,66220,12581.80
1862,Impresora láser,550800,104652.00
1863,Televisor LED,539731,102548.89
1864,Gafas de sol,419314,79669.66
1865,Altavoz Bluetooth,493177,93703.63
1866,Zapatos deportivos,97455,18516.45
1867,Televisor LED,299295,56866.05
1868,Gafas de sol,473163,89900.97
1869,Perfume,466903,88711.57
1870,Reloj inteligente,533130,101294.70
1871,Laptop,485885,92318.15
1872,Impresora láser,696495,132334.05
1873,Zapatos deportivos,108851,20681.69
1874,Máquina de ejercicio,517944,98409.36
1875,Televisor LED,431336,81953.84
1876,Refrigerador,239867,45574.73
1877,Impresora láser,243152,46198.88
1878,Altavoz Bluetooth,173634,32990.46
1879,Juego de sartenes,364500,69255.00
1880,Reloj inteligente,367556,69835.64
1881,Zapatos deportivos,126698,24072.62
1882,Smartphone,285635,54270.65
1883,Bicicleta de montaña,134724,25597.56
1884,Televisor LED,226229,42983.51
1885,Smartphone,201796,38341.24
1886,Altavoz Bluetooth,653409,124147.71
1887,Perfume,798650,151743.50
1888,Laptop,261427,49671.13
1889,Smartphone,372239,70725.41
1890,Licuadora,553912,105243.28
1891,Altavoz Bluetooth,708478,134610.82
1892,Cámara digital,544551,103464.69
1893,Perfume,172262,32729.78
1894,Smartphone,565672,107477.68
1895,Auriculares inalámbricos,604372,114830.68
1896,Licuadora,651728,123828.32
1897,Laptop,136344,25905.36
1898,Bicicleta de montaña,244210,46399.90
1899,Licuadora,378774,71967.06
1900,Laptop,105502,20045.38
1901,Reloj inteligente,666789,126689.91
1902,Máquina de ejercicio,251030,47695.70
1903,Vestido de noche,144941,27538.79
1904,Zapatos deportivos,733267,139320.73
1905,Auriculares inalámbricos,666164,126571.16
1906,Maleta de viaje,136933,26017.27
1907,Refrigerador,54669,10387.11
1908,Cámara digital,340507,64696.33
1909,Cafetera,528170,100352.30
1910,Perfume,232256,44128.64
1911,Zapatos deportivos,356899,67810.81
1912,Juego de sartenes,186423,35420.37
1913,Cámara digital,620673,117927.87
1914,Auriculares inalámbricos,458549,87124.31
1915,Perfume,393166,74701.54
1916,Vestido de noche,628347,119385.93
1917,Licuadora,764278,145212.82
1918,Licuadora,525657,99874.83
1919,Cámara digital,659064,125222.16
1920,Maleta de viaje,532417,101159.23
1921,Licuadora,560034,106406.46
1922,Televisor LED,154073,29273.87
1923,Zapatos deportivos,429426,81590.94
1924,Bicicleta de montaña,503720,95706.80
1925,Refrigerador,293918,55844.42
1926,Zapatos deportivos,629511,119607.09
1927,Gafas de sol,114116,21682.04
1928,Cafetera,81447,15474.93
1929,Refrigerador,170657,32424.83
1930,Licuadora,260389,49473.91
1931,Vestido de noche,634759,120604.21
1932,Zapatos deportivos,562805,106932.95
1933,Cámara digital,112721,21416.99
1934,Altavoz Bluetooth,513573,97578.87
1935,Licuadora,386427,73421.13
1936,Máquina de ejercicio,382374,72651.06
1937,Refrigerador,533398,101345.62
1938,Laptop,593618,112787.42
1939,Impresora láser,267563,50836.97
1940,Perfume,87431,16611.89
1941,Televisor LED,509287,96764.53
1942,Gafas de sol,600600,114114.00
1943,Gafas de sol,618893,117589.67
1944,Laptop,766403,145616.57
1945,Smartphone,141562,26896.78
1946,Smartphone,422363,80248.97
1947,Tableta,158811,30174.09
1948,Reloj inteligente,640683,121729.77
1949,Auriculares inalámbricos,704032,133766.08
1950,Vestido de noche,450804,85652.76
1951,Bicicleta de montaña,270823,51456.37
1952,Televisor LED,455263,86499.97
1953,Tableta,742687,141110.53
1954,Gafas de sol,375543,71353.17
1955,Bicicleta de montaña,591303,112347.57
1956,Maleta de viaje,520965,98983.35
1957,Perfume,634735,120599.65
1958,Zapatos deportivos,59112,11231.28
1959,Smartphone,471062,89501.78
1960,Perfume,222880,42347.20
1961,Refrigerador,522729,99318.51
1962,Refrigerador,689627,131029.13
1963,Cámara digital,543286,103224.34
1964,Maleta de viaje,709627,134829.13
1965,Zapatos deportivos,143322,27231.18
1966,Bicicleta de montaña,544371,103430.49
1967,Refrigerador,435962,82832.78
1968,Gafas de sol,220178,41833.82
1969,Impresora láser,191911,36463.09
1970,Bicicleta de montaña,788733,149859.27
1971,Licuadora,92442,17563.98
1972,Smartphone,245151,46578.69
1973,Cafetera,266247,50586.93
1974,Tableta,138167,26251.73
1975,Laptop,296624,56358.56
1976,Auriculares inalámbricos,412570,78388.30
1977,Reloj inteligente,414815,78814.85
1978,Televisor LED,273946,52049.74
1979,Licuadora,636203,120878.57
1980,Smartphone,775187,147285.53
1981,Refrigerador,432984,82266.96
1982,Vestido de noche,618907,117592.33
1983,Refrigerador,154948,29440.12
1984,Televisor LED,573167,108901.73
1985,Bicicleta de montaña,773547,146973.93
1986,Máquina de ejercicio,769893,146279.67
1987,Zapatos deportivos,605336,115013.84
1988,Cámara digital,601746,114331.74
1989,Gafas de sol,349481,66401.39
1990,Perfume,527706,100264.14
1991,Vestido de noche,234436,44542.84
1992,Maleta de viaje,270140,51326.60
1993,Altavoz Bluetooth,777518,147728.42
1994,Gafas de sol,580456,110286.64
1995,Juego de sartenes,355774,67597.06
1996,Cafetera,684451,130045.69
1997,Televisor LED,87027,16535.13
1998,Gafas de sol,94133,17885.27
1999,Zapatos deportivos,647335,122993.65
2000,Bicicleta de montaña,227930,43306.70
2001,Vestido de noche,356121,67662.99
2002,Auriculares inalámbricos,321808,61143.52
2003,Tableta,580128,110224.32
2004,Laptop,727484,138221.96
2005,Gafas de sol,576785,109589.15
2006,Bicicleta de montaña,204532,38861.08
2007,Gafas de sol,281130,53414.70
2008,Maleta de viaje,348741,66260.79
2009,Máquina de ejercicio,305548,58054.12
2010,Auriculares inalámbricos,226594,43052.86
2011,Altavoz Bluetooth,632430,120161.70
2012,Laptop,575613,109366.47
2013,Juego de sartenes,794978,151045.82
2014,Bicicleta de montaña,102332,19443.08
2015,Zapatos deportivos,639641,121531.79
2016,Vestido de noche,722365,137249.35
2017,Bicicleta de montaña,708178,134553.82
2018,Cafetera,161289,30644.91
2019,Bicicleta de montaña,397500,75525.00
2020,Televisor LED,598027,113625.13
2021,Tableta,600716,114136.04
2022,Bicicleta de montaña,145655,27674.45
2023,Bicicleta de montaña,241297,45846.43
2024,Vestido de noche,152408,28957.52
2025,Cafetera,510957,97081.83
2026,Juego de sartenes,493108,93690.52
2027,Televisor LED,247934,47107.46
2028,Gafas de sol,192199,36517.81
2029,Perfume,261348,49656.12
2030,Bicicleta de montaña,338058,64231.02
2031,Juego de sartenes,703253,133618.07
2032,Gafas de sol,546404,103816.76
2033,Laptop,627971,119314.49
2034,Zapatos deportivos,663857,126132.83
2035,Altavoz Bluetooth,367447,69814.93
2036,Tableta,344875,65526.25
2037,Impresora láser,476323,90501.37
2038,Tableta,264597,50273.43
2039,Gafas de sol,299752,56952.88
2040,Licuadora,552122,104903.18
2041,Gafas de sol,125291,23805.29
2042,Máquina de ejercicio,321463,61077.97
2043,Smartphone,310922,59075.18
2044,Auriculares inalámbricos,458000,87020.00
2045,Maleta de viaje,705315,134009.85
2046,Smartphone,393630,74789.70
2047,Cafetera,546461,103827.59
2048,Altavoz Bluetooth,562947,106959.93
2049,Bicicleta de montaña,499522,94909.18
2050,Cámara digital,634324,120521.56
2051,Bicicleta de montaña,724136,137585.84
2052,Auriculares inalámbricos,98770,18766.30
2053,Auriculares inalámbricos,440107,83620.33
2054,Altavoz Bluetooth,752651,143003.69
2055,Cafetera,378571,71928.49
2056,Gafas de sol,502601,95494.19
2057,Gafas de sol,533904,101441.76
2058,Zapatos deportivos,694165,131891.35
2059,Gafas de sol,746274,141792.06
2060,Impresora láser,575395,109325.05
2061,Bicicleta de montaña,704353,133827.07
2062,Reloj inteligente,460473,87489.87
2063,Cámara digital,428717,81456.23
2064,Perfume,770474,146390.06
2065,Juego de sartenes,246373,46810.87
2066,Cámara digital,638043,121228.17
2067,Auriculares inalámbricos,516707,98174.33
2068,Maleta de viaje,105500,20045.00
2069,Juego de sartenes,339136,64435.84
2070,Impresora láser,745471,141639.49
2071,Maleta de viaje,789871,150075.49
2072,Reloj inteligente,680211,129240.09
2073,Cafetera,85127,16174.13
2074,Altavoz Bluetooth,567861,107893.59
2075,Zapatos deportivos,111611,21206.09
2076,Impresora láser,372700,70813.00
2077,Impresora láser,785295,149206.05
2078,Televisor LED,244555,46465.45
2079,Impresora láser,450490,85593.10
2080,Licuadora,89283,16963.77
2081,Smartphone,336485,63932.15
2082,Tableta,413717,78606.23
2083,Auriculares inalámbricos,475412,90328.28
2084,Cámara digital,81154,15419.26
2085,Altavoz Bluetooth,187410,35607.90
2086,Licuadora,655641,124571.79
2087,Smartphone,212913,40453.47
2088,Gafas de sol,105612,20066.28
2089,Zapatos deportivos,207805,39482.95
2090,Cámara digital,601700,114323.00
2091,Laptop,85454,16236.26
2092,Reloj inteligente,754879,143427.01
2093,Tableta,615479,116941.01
2094,Maleta de viaje,174973,33244.87
2095,Altavoz Bluetooth,544176,103393.44
2096,Altavoz Bluetooth,747382,142002.58
2097,Reloj inteligente,305279,58003.01
2098,Altavoz Bluetooth,740697,140732.43
2099,Vestido de noche,110260,20949.40
2100,Licuadora,681233,129434.27
2101,Licuadora,510603,97014.57
2102,Cámara digital,491635,93410.65
2103,Juego de sartenes,320270,60851.30
2104,Licuadora,544334,103423.46
2105,Gafas de sol,362002,68780.38
2106,Auriculares inalámbricos,664589,126271.91
2107,Perfume,701017,133193.23
2108,Bicicleta de montaña,116206,22079.14
2109,Zapatos deportivos,568984,108106.96
2110,Impresora láser,464339,88224.41
2111,Altavoz Bluetooth,78515,14917.85
2112,Tableta,691983,131476.77
2113,Reloj inteligente,655963,124632.97
2114,Smartphone,707911,134503.09
2115,Licuadora,605931,115126.89
2116,Impresora láser,85834,16308.46
2117,Maleta de viaje,350147,66527.93
2118,Licuadora,500140,95026.60
2119,Auriculares inalámbricos,759634,144330.46
2120,Licuadora,74060,14071.40
2121,Impresora láser,588199,111757.81
2122,Bicicleta de montaña,575297,109306.43
2123,Impresora láser,379006,72011.14
2124,Refrigerador,210531,40000.89
2125,Refrigerador,423382,80442.58
2126,Bicicleta de montaña,681990,129578.10
2127,Maleta de viaje,336039,63847.41
2128,Auriculares inalámbricos,110336,20963.84
2129,Cámara digital,764786,145309.34
2130,Licuadora,789450,149995.50
2131,Smartphone,485667,92276.73
2132,Refrigerador,134191,25496.29
2133,Bicicleta de montaña,151988,28877.72
2134,Reloj inteligente,501575,95299.25
2135,Vestido de noche,437721,83166.99
2136,Auriculares inalámbricos,549581,104420.39
2137,Maleta de viaje,781178,148423.82
2138,Tableta,654541,124362.79
2139,Refrigerador,400649,76123.31
2140,Juego de sartenes,751854,142852.26
2141,Máquina de ejercicio,698071,132633.49
2142,Juego de sartenes,473468,89958.92
2143,Bicicleta de montaña,157301,29887.19
2144,Tableta,116615,22156.85
2145,Televisor LED,154550,29364.50
2146,Reloj inteligente,412081,78295.39
2147,Gafas de sol,60988,11587.72
2148,Bicicleta de montaña,683318,129830.42
2149,Laptop,769700,146243.00
2150,Cafetera,191037,36297.03
2151,Reloj inteligente,745260,141599.40
2152,Maleta de viaje,763291,145025.29
2153,Perfume,316746,60181.74
2154,Refrigerador,417277,79282.63
2155,Altavoz Bluetooth,104506,19856.14
2156,Laptop,339703,64543.57
2157,Zapatos deportivos,169498,32204.62
2158,Televisor LED,245328,46612.32
2159,Reloj inteligente,715449,135935.31
2160,Refrigerador,151288,28744.72
2161,Reloj inteligente,382539,72682.41
2162,Impresora láser,248003,47120.57
2163,Impresora láser,638672,121347.68
2164,Zapatos deportivos,764333,145223.27
2165,Máquina de ejercicio,300390,57074.10
2166,Laptop,756873,143805.87
2167,Refrigerador,560349,106466.31
2168,Bicicleta de montaña,324127,61584.13
2169,Zapatos deportivos,481222,91432.18
2170,Reloj inteligente,284798,54111.62
2171,Máquina de ejercicio,708044,134528.36
2172,Juego de sartenes,187940,35708.60
2173,Gafas de sol,374113,71081.47
2174,Reloj inteligente,597843,113590.17
2175,Cafetera,90736,17239.84
2176,Smartphone,506581,96250.39
2177,Tableta,82336,15643.84
2178,Tableta,451539,85792.41
2179,Laptop,700746,133141.74
2180,Máquina de ejercicio,63842,12129.98
2181,Impresora láser,275048,52259.12
2182,Máquina de ejercicio,413467,78558.73
2183,Altavoz Bluetooth,479968,91193.92
2184,Vestido de noche,266086,50556.34
2185,Televisor LED,518288,98474.72
2186,Bicicleta de montaña,409598,77823.62
2187,Máquina de ejercicio,297366,56499.54
2188,Auriculares inalámbricos,309770,58856.30
2189,Cafetera,607171,115362.49
2190,Zapatos deportivos,180649,34323.31
2191,Auriculares inalámbricos,585833,111308.27
2192,Perfume,733397,139345.43
2193,Refrigerador,145147,27577.93
2194,Auriculares inalámbricos,133362,25338.78
2195,Laptop,160776,30547.44
2196,Perfume,681774,129537.06
2197,Altavoz Bluetooth,456730,86778.70
2198,Tableta,584581,111070.39
2199,Televisor LED,586814,111494.66
2200,Refrigerador,79660,15135.40
2201,Gafas de sol,339159,64440.21
2202,Impresora láser,381229,72433.51
2203,Televisor LED,65883,12517.77
2204,Cafetera,372285,70734.15
2205,Altavoz Bluetooth,212660,40405.40
2206,Reloj inteligente,564244,107206.36
2207,Cafetera,376747,71581.93
2208,Smartphone,158961,30202.59
2209,Laptop,534995,101649.05
2210,Reloj inteligente,380663,72325.97
2211,Gafas de sol,61187,11625.53
2212,Refrigerador,767964,145913.16
2213,Auriculares inalámbricos,765532,145451.08
2214,Reloj inteligente,509574,96819.06
2215,Impresora láser,417323,79291.37
2216,Cámara digital,330187,62735.53
2217,Vestido de noche,788092,149737.48
2218,Televisor LED,517702,98363.38
2219,Laptop,74162,14090.78
2220,Auriculares inalámbricos,567744,107871.36
2221,Perfume,771191,146526.29
2222,Vestido de noche,463910,88142.90
2223,Perfume,531256,100938.64
2224,Cafetera,296342,56304.98
2225,Smartphone,263769,50116.11
2226,Maleta de viaje,186360,35408.40
2227,Gafas de sol,756006,143641.14
2228,Auriculares inalámbricos,122953,23361.07
2229,Tableta,193549,36774.31
2230,Refrigerador,711976,135275.44
2231,Cafetera,725660,137875.40
2232,Juego de sartenes,778799,147971.81
2233,Smartphone,175578,33359.82
2234,Zapatos deportivos,444013,84362.47
2235,Laptop,703256,133618.64
2236,Vestido de noche,126258,23989.02
2237,Refrigerador,324945,61739.55
2238,Refrigerador,525980,99936.20
2239,Impresora láser,584696,111092.24
2240,Maleta de viaje,411012,78092.28
2241,Perfume,730611,138816.09
2242,Vestido de noche,509585,96821.15
2243,Perfume,227214,43170.66
2244,Refrigerador,51470,9779.30
2245,Vestido de noche,285441,54233.79
2246,Máquina de ejercicio,662944,125959.36
2247,Licuadora,583049,110779.31
2248,Cafetera,565665,107476.35
2249,Bicicleta de montaña,426112,80961.28
2250,Cafetera,239367,45479.73
2251,Tableta,543183,103204.77
2252,Reloj inteligente,489338,92974.22
2253,Licuadora,242295,46036.05
2254,Maleta de viaje,512103,97299.57
2255,Altavoz Bluetooth,686311,130399.09
2256,Auriculares inalámbricos,185552,35254.88
2257,Altavoz Bluetooth,609954,115891.26
2258,Televisor LED,512751,97422.69
2259,Maleta de viaje,651738,123830.22
2260,Zapatos deportivos,630801,119852.19
